AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALES_PRICE,Area
KK Nagar,2329,2,4.0,2.0,6,2,03-03-2001,818342,359272,19959560,9
Adyar,1094,1,1.0,1.0,3,2,10-08-1982,246928,61732,7716505,0
T Nagar,1796,100,1.0,1.0,4,2,16-11-1980,477032,116035,12892760,13
Chrompet,946,45,1.0,1.0,3,0,04-02-1993,234377,70313,7812550,7
Velachery,1697,26,2.0,1.0,4,0,13-03-1957,316343,143792,9586150,15
Anna Nagar,1813,186,2.0,1.0,5,0,21-10-1970,378073,73175,12195890,4
KK Nagar,1656,55,2.0,1.0,4,2,18-09-2001,428273,208349,11574940,9
Anna Nagar,1738,37,1.0,1.0,4,2,30-03-1996,741809,275529,21194540,4
Chrompet,1155,42,1.0,1.0,3,2,17-04-2003,244550,166294,9782000,7
Chrompet,768,9,1.0,1.0,2,0,19-03-1977,185735,46434,6633410,7
Velachery,1818,125,3.0,2.0,5,2,03-01-1964,325427,154149,8563860,15
Adyar,1199,190,1.0,1.0,3,0,21-08-1987,395284,19764,9882100,0
Anna Nagar,1658,157,1.0,1.0,4,0,24-06-1971,652034,211470,17622540,4
KK Nagar,2034,18,3.0,2.0,5,2,13-09-2001,641170,115411,12823400,9
Anna Nagar,1899,49,2.0,1.0,5,2,07-08-1978,462916,175157,12511230,4
KK Nagar,1621,93,2.0,1.0,4,2,22-09-1995,518332,210572,16197860,9
Velachery,1660,107,2.0,1.0,4,2,12-01-1999,344530,65181,9311620,15
Karapakkam,1037,130,1.0,1.0,3,2,10-03-1960,266987,186082,8090500,12
Chrompet,868,171,1.0,1.0,3,0,12-09-2007,189725,75890,7589010,7
Karapakkam,783,174,1.0,1.0,2,2,28-07-1963,276968,113628,7101750,12
Velachery,1642,87,2.0,1.0,4,0,15-06-1979,613616,107383,15340410,15
Anna Nagar,1618,158,1.0,1.0,4,2,26-12-1980,287048,88322,11040310,4
Velachery,1645,186,2.0,1.0,4,0,06-03-1962,325060,74299,9287430,15
Karapakkam,1150,103,1.0,1.0,3,0,23-12-1991,219311,56103,5100250,12
KK Nagar,2186,18,3.0,2.0,5,2,07-02-1997,478999,197235,14088220,9
Velachery,1911,162,3.0,2.0,5,0,21-11-1951,467076,249107,15569210,15
Chrompet,1058,19,1.0,1.0,3,2,31-10-1971,233915,120730,7545650,7
T Nagar,1720,80,1.0,1.0,4,2,29-11-1981,387948,109110,12123360,13
KK Nagar,1719,96,2.0,1.0,4,2,13-03-1999,339917,95602,10622400,9
Chrompet,1191,102,1.0,1.0,3,2,28-06-1972,333890,93489,13355600,7
Anna Nagar,1903,183,2.0,1.0,5,0,23-12-1979,474897,171491,13191580,4
Chrompet,1039,28,1.0,1.0,3,2,29-10-1981,218593,69950,8743700,7
Adyar,816,21,1.0,1.0,3,0,08-12-1997,229692,17227,5742295,0
T Nagar,1848,113,2.0,1.0,5,2,30-06-1987,770779,374378,22022260,13
Adyar,931,195,1.0,1.0,3,0,01-07-2003,382227,21235,10617420,0
KK Nagar,2062,157,3.0,2.0,5,2,18-07-1988,425412,229068,10908000,9
Velachery,1894,14,3.0,2.0,5,2,06-01-1984,436488,231884,13640240,15
Karapakkam,1474,144,2.0,2.0,4,0,04-11-1984,268643,69080,7675500,12
Karapakkam,968,186,1.0,1.0,3,0,31-10-1998,290050,52209,5801000,12
T Nagar,1827,73,2.0,1.0,5,0,19-02-1994,450795,212139,13258680,13
Chrompet,709,48,1.0,1.0,2,0,11-11-1998,237970,122823,7676450,7
Anna Nagar,1983,73,2.0,1.0,5,2,25-02-1984,379689,262862,14603420,4
KK Nagar,1464,67,2.0,1.0,4,0,13-03-1995,456367,96077,12009660,9
Adyar,1290,108,2.0,2.0,4,0,09-11-1982,264914,85456,8545605,0
Karapakkam,558,129,1.0,1.0,2,2,11-06-1969,336196,156370,7818500,12
KK Nagar,1863,175,3.0,2.0,5,0,23-10-2003,441596,155155,11935020,9
Adyar,1199,39,1.0,1.0,3,2,01-11-1976,502763,50276,12569065,0
T Nagar,1631,35,1.0,1.0,4,2,31-10-1967,649092,305455,19090950,13
Velachery,1576,169,2.0,1.0,4,2,22-07-1981,309605,69661,7740130,15
Chrompet,1148,82,1.0,1.0,3,2,02-03-1985,321168,177196,11074760,7
Anna Nagar,1792,62,1.0,1.0,4,2,07-02-2003,708009,229062,20823790,4
T Nagar,1808,154,2.0,1.0,5,0,12-02-1997,348123,116041,12893440,13
T Nagar,1877,131,2.0,1.0,5,0,16-02-2001,529436,190054,13575290,13
Velachery,1760,108,2.0,1.0,4,2,10-11-2004,476702,188172,12544800,15
Chrompet,966,163,1.0,1.0,3,0,08-11-1975,292841,135962,10458600,7
Karapakkam,979,85,1.0,1.0,3,2,27-12-1971,324980,154753,7737625,12
Chrompet,1044,166,1.0,1.0,3,0,21-10-2000,232087,146129,8595800,7
Adyar,1180,69,1.0,1.0,3,0,29-10-1993,495815,28332,14166140,0
Chrompet,1095,79,1.0,1.0,3,2,11-10-1979,326709,132725,10209650,7
Chrompet,1202,149,2.0,1.0,4,0,22-05-2003,292010,73003,10428940,7
Adyar,691,77,1.0,1.0,2,2,11-03-1982,379506,129831,9987005,0
Karapakkam,1313,35,1.0,1.0,3,0,08-09-1986,453822,137202,10554000,12
Adyar,625,168,1.0,1.0,2,0,23-09-1967,262173,131087,8739100,0
KK Nagar,1933,186,3.0,2.0,5,0,21-07-1986,572732,247668,15479240,9
Karapakkam,681,198,1.0,1.0,2,2,08-11-1966,321738,64348,6434750,12
Karapakkam,636,35,1.0,1.0,2,0,02-07-1984,141203,98842,4706750,12
Anna Nagar,1718,100,1.0,1.0,4,2,10-07-2000,504678,230710,14419380,4
Karapakkam,1086,134,1.0,1.0,3,2,26-08-1965,262153,144874,6898750,12
Chrompet,845,65,1.0,1.0,3,0,23-04-2004,322608,110897,10081500,7
Anna Nagar,1774,158,1.0,1.0,4,2,11-12-1978,421391,210696,14046370,4
Anna Nagar,1730,129,1.0,1.0,4,0,18-02-1976,472693,218166,12120330,4
Chrompet,1180,18,1.0,1.0,3,0,03-11-1972,294936,116187,8937450,7
Velachery,1607,177,2.0,1.0,4,0,21-08-1982,550357,110071,13758930,15
Adyar,1182,193,1.0,1.0,3,0,31-07-2006,488617,66029,13205875,0
T Nagar,1539,100,1.0,1.0,4,0,25-12-1976,426539,255923,17061540,13
Karapakkam,1636,5,2.0,2.0,4,0,13-10-1976,247489,129369,5624750,12
Karapakkam,1088,178,1.0,1.0,3,0,25-11-1979,305664,159200,6368000,12
Karapakkam,1229,78,1.0,1.0,3,2,11-06-1990,376917,144351,8019500,12
Adyar,848,125,1.0,1.0,3,0,06-12-1986,264736,19855,6618400,0
Chrompet,1209,148,2.0,1.0,4,2,05-06-2002,476120,148788,14878750,7
KK Nagar,2041,85,3.0,2.0,5,0,15-05-1989,346506,105877,9625180,9
Adyar,618,22,1.0,1.0,2,0,28-12-1996,177488,16639,5546495,0
Anna Nagar,1750,124,1.0,1.0,4,0,26-07-1976,359917,59986,11997230,4
Anna Nagar,1816,131,2.0,1.0,5,0,10-05-1989,411532,92927,13275240,4
Karapakkam,793,153,1.0,1.0,2,0,08-03-1989,184742,39588,4398625,12
Velachery,1737,109,2.0,1.0,4,0,10-07-1972,398902,172857,13296730,15
Adyar,658,155,1.0,1.0,2,0,04-11-1991,179191,13439,4479770,0
Adyar,1219,189,2.0,2.0,4,0,02-08-1997,356975,167332,11155480,0
Karapakkam,1272,181,1.0,1.0,3,0,24-12-1973,380351,236434,10279750,12
Chrompet,919,72,1.0,1.0,3,2,08-01-1987,260537,35936,8984050,7
Anna Nagar,1741,46,1.0,1.0,4,0,18-04-1977,424680,84936,12133700,4
Anna Nagar,1984,160,2.0,1.0,5,0,14-06-1986,440372,242964,15185240,4
KK Nagar,2202,104,3.0,2.0,5,2,24-11-1994,821501,186705,18670480,9
Adyar,630,52,1.0,1.0,2,2,16-03-1993,273256,29541,7385285,0
KK Nagar,1344,89,2.0,1.0,4,0,30-08-2000,406489,301589,13112560,9
Karapakkam,915,25,1.0,1.0,3,0,05-08-1967,287054,105449,5858250,12
Velachery,1884,142,3.0,2.0,5,0,05-01-1958,253856,96054,6860970,15
T Nagar,1989,46,2.0,1.0,5,0,30-01-1972,456406,190169,12677940,13
Adyar,730,87,1.0,1.0,2,2,26-03-1989,264504,54457,7779515,0
Chrompet,1081,172,1.0,1.0,3,2,27-10-1981,270368,87216,8721550,7
Chrompet,1198,73,1.0,1.0,3,2,11-05-1993,427058,151537,13776050,7
Chrompet,927,40,1.0,1.0,3,0,25-06-1998,211506,89483,8134850,7
Velachery,1611,115,2.0,1.0,4,0,01-06-1983,315564,176344,9281280,15
Adyar,655,22,1.0,1.0,2,2,30-12-2000,398972,68395,11399205,0
Velachery,1634,111,2.0,1.0,4,2,24-09-1988,491907,163969,14906280,15
KK Nagar,1762,28,2.0,1.0,4,0,07-03-1983,439403,175761,14646760,9
KK Nagar,2049,7,3.0,2.0,5,0,09-08-1998,400777,180350,10019420,9
Velachery,1711,148,2.0,1.0,4,0,08-09-1985,450959,145471,14547070,15
KK Nagar,1807,53,3.0,2.0,5,2,17-06-1987,732764,286734,15929660,9
Karapakkam,591,106,1.0,1.0,2,2,14-02-1979,228552,164272,7142250,12
T Nagar,1827,98,2.0,1.0,5,2,03-07-1995,616673,287781,20555760,13
Adyar,789,197,1.0,1.0,2,2,05-08-1985,412806,74093,10584775,0
Adyar,1299,20,2.0,2.0,4,0,25-04-1970,553550,205604,15815700,0
Adyar,786,197,1.0,1.0,2,0,24-12-1975,266914,37071,7414265,0
Velachery,1726,89,2.0,1.0,4,2,22-06-1968,291169,84286,7662340,15
T Nagar,1790,82,1.0,1.0,4,2,23-10-1987,370287,170902,14241820,13
Adyar,691,182,1.0,1.0,2,0,16-02-1983,158899,5126,5125790,0
KK Nagar,1405,75,2.0,1.0,4,2,20-05-1999,383204,231939,10084320,9
Adyar,1009,164,1.0,1.0,3,2,09-05-2001,449339,26432,13215865,0
Anna Nagar,1525,114,1.0,1.0,4,2,21-09-1983,743729,293577,19571820,4
Velachery,1847,186,3.0,2.0,5,2,06-11-1996,427751,236389,11256610,15
Chrompet,1250,47,2.0,1.0,4,2,09-04-1996,482259,186681,15556750,7
Karapakkam,804,179,1.0,1.0,2,2,06-07-2003,236150,147594,5903750,12
KK Nagar,2117,133,3.0,2.0,5,2,05-01-1992,446980,248322,12416100,9
KK Nagar,2018,145,3.0,2.0,5,2,21-06-1990,451958,125544,12554380,9
Chrompet,942,74,1.0,1.0,3,0,21-06-1982,234578,98372,7567040,7
Adyar,777,196,1.0,1.0,2,2,17-08-1986,281067,51103,8517175,0
T Nagar,1695,194,1.0,1.0,4,2,25-12-1984,369855,92464,13209090,13
Adyar,902,175,1.0,1.0,3,0,01-03-2006,411699,73895,10556375,0
Velachery,1904,89,3.0,2.0,5,0,14-06-1985,297667,170096,8504780,15
Anna Nagar,1536,19,1.0,1.0,4,0,13-07-1969,276617,92206,10245090,4
Karapakkam,827,39,1.0,1.0,2,2,09-10-1994,357217,166148,8307375,12
Velachery,1553,158,2.0,1.0,4,0,25-02-1952,215323,71774,6524930,15
Chrompet,768,46,1.0,1.0,2,2,02-12-1991,179296,107578,7171850,7
Chrompet,1245,26,2.0,1.0,4,0,15-07-2001,396538,58746,14686600,7
Velachery,1662,55,2.0,1.0,4,2,27-11-1974,320258,143273,8427850,15
KK Nagar,1958,94,3.0,2.0,5,0,09-12-1988,469780,192183,10676820,9
KK Nagar,2281,124,4.0,2.0,6,2,29-06-1997,843562,479297,19171860,9
Velachery,1908,73,3.0,2.0,5,2,07-01-1974,338673,127002,8466820,15
Adyar,916,50,1.0,1.0,3,2,16-08-1977,375172,37517,9379310,0
Chrompet,1101,24,1.0,1.0,3,2,28-10-2004,235484,117742,8410150,7
Anna Nagar,1518,142,1.0,1.0,4,2,02-07-1981,484782,99442,12430300,4
Adyar,1049,10,1.0,1.0,3,2,19-03-1992,412169,66838,11139700,0
Karapakkam,736,120,1.0,1.0,2,2,14-03-1983,290019,88267,6304750,12
Adyar,693,69,1.0,1.0,2,0,13-01-2003,320549,88151,8013720,0
Anna Nagar,1802,77,2.0,1.0,5,0,27-10-2008,495694,80383,13397130,4
Adyar,888,44,1.0,1.0,3,2,24-02-1983,396433,69376,9910835,0
Chrompet,973,155,1.0,1.0,3,2,31-12-1993,247961,38148,9536960,7
Karapakkam,663,41,1.0,1.0,2,2,09-08-1991,141060,79346,4408125,12
Chrompet,700,51,1.0,1.0,2,2,15-03-1971,256389,115788,8270600,7
Adyar,976,47,1.0,1.0,3,2,11-06-1994,372453,68610,9801395,0
KK Nagar,2283,56,4.0,2.0,6,2,12-08-2004,443276,221638,13852380,9
KK Nagar,1301,64,1.0,1.0,3,2,16-01-2004,508189,254095,12099740,9
Karapakkam,1261,112,1.0,1.0,3,0,11-01-1993,308296,154148,9634250,12
KK Nagar,2365,37,4.0,2.0,6,0,12-08-1986,931224,297992,18624480,9
Chrompet,958,49,1.0,1.0,3,0,22-11-1999,270242,45040,9008060,7
Velachery,1587,21,2.0,1.0,4,2,02-04-1984,291926,163135,8586060,15
T Nagar,1977,131,2.0,1.0,5,2,12-01-1978,616010,242004,22000360,13
Chrompet,1137,70,1.0,1.0,3,0,14-12-2005,313249,114858,10441640,7
Chrompet,865,165,1.0,1.0,3,0,23-12-1980,217708,23326,7775300,7
Chrompet,1125,103,1.0,1.0,3,2,20-06-1986,258958,46243,9248500,7
Karapakkam,1635,122,2.0,2.0,4,0,12-09-2005,371726,212415,10620750,12
KK Nagar,2345,199,4.0,2.0,6,0,14-03-1999,534204,106841,13355100,9
Chrompet,1072,83,1.0,1.0,3,2,28-01-1989,257081,94263,8569350,7
KK Nagar,2416,2,4.0,2.0,6,2,16-07-1986,628321,215985,19635040,9
Velachery,1720,110,2.0,1.0,4,0,01-10-1958,277870,101044,8420300,15
Karapakkam,727,88,1.0,1.0,2,2,12-11-1996,228535,99618,5859875,12
T Nagar,1970,193,2.0,1.0,5,2,25-10-1971,626088,208696,16053550,13
Velachery,1891,51,3.0,2.0,5,2,07-03-1965,430619,147641,12303400,15
Karapakkam,1227,102,1.0,1.0,3,2,19-08-2005,285108,154950,6198000,12
Chrompet,1253,135,2.0,1.0,4,2,06-05-1998,352351,154153,11010960,7
Karapakkam,1278,199,1.0,1.0,3,0,25-02-1991,453424,94903,10544750,12
Adyar,692,190,1.0,1.0,2,0,17-06-1999,159076,32751,4678720,0
Chrompet,1186,200,1.0,1.0,3,0,16-01-1983,326064,91298,13042550,7
KK Nagar,1881,50,3.0,2.0,5,2,15-11-2001,608015,240673,12666980,9
Chrompet,898,87,1.0,1.0,3,2,14-05-2006,321574,103734,10373360,7
Velachery,1661,31,2.0,1.0,4,2,11-04-1976,306505,170281,8514030,15
KK Nagar,1536,150,2.0,1.0,4,0,16-01-1994,374964,87201,8720100,9
Chrompet,726,155,1.0,1.0,2,2,19-02-1977,237190,86251,7187570,7
Adyar,961,132,1.0,1.0,3,2,16-08-1989,383886,10968,10968170,0
Karapakkam,1356,100,2.0,2.0,4,2,16-12-1968,224541,152108,7243250,12
Chrompet,882,40,1.0,1.0,3,0,30-01-2006,285963,112652,8665540,7
Karapakkam,1558,133,2.0,2.0,4,2,17-09-1971,268541,150067,7898250,12
Karapakkam,1440,75,2.0,2.0,4,2,16-05-1969,330110,125756,7859750,12
Karapakkam,691,37,1.0,1.0,2,2,16-08-1989,236325,121193,6059625,12
Adyar,1255,191,2.0,2.0,4,0,12-02-2001,322706,60507,10084565,0
Chrompet,1009,128,1.0,1.0,3,2,22-12-1985,414241,146989,13362600,7
Adyar,1065,81,1.0,1.0,3,0,17-01-2003,267426,41142,6857075,0
Chrompet,1065,11,1.0,1.0,3,2,01-11-1969,268804,49779,9955700,7
Karapakkam,694,3,1.0,1.0,2,2,30-12-1965,190350,57105,3807000,12
Chrompet,1045,88,1.0,1.0,3,0,19-01-1993,225513,27062,9020500,7
Karapakkam,730,175,1.0,1.0,2,2,21-09-1977,242000,44000,5500000,12
Velachery,1871,22,3.0,2.0,5,0,06-01-1955,310203,180952,8616750,15
Chrompet,994,56,1.0,1.0,3,2,12-08-1985,236898,85283,9475900,7
Anna Nagar,1754,198,1.0,1.0,4,0,01-08-1985,294779,76424,10917740,4
KK Nagar,2224,189,4.0,2.0,6,2,20-11-1980,609839,256132,12196780,9
Karapakkam,836,66,1.0,1.0,2,0,06-07-1988,171696,46501,3577000,12
Karapakkam,1399,137,2.0,2.0,4,0,07-01-1970,473817,187323,11019000,12
Velachery,1950,126,3.0,2.0,5,2,05-03-1995,392615,78523,11217570,15
Anna Nagar,1519,2,1.0,1.0,4,2,18-07-1974,391124,156449,13037450,4
Anna Nagar,1605,4,1.0,1.0,4,2,02-04-1968,400919,133640,12149050,4
Chrompet,1230,81,2.0,1.0,4,0,18-12-2000,395059,98765,14109250,7
Karapakkam,584,70,1.0,1.0,2,2,02-06-1981,334778,96714,7439500,12
Velachery,1590,57,2.0,1.0,4,0,29-11-1955,411610,212444,13277730,15
Velachery,1734,87,2.0,1.0,4,0,31-01-1995,325789,111990,10180900,15
Chrompet,786,119,1.0,1.0,2,0,14-11-2001,283533,43620,10905100,7
Chrompet,701,52,1.0,1.0,2,0,24-12-1976,263922,42568,8513600,7
Adyar,783,149,1.0,1.0,2,2,03-05-1969,332985,110995,8538070,0
Anna Nagar,1739,128,1.0,1.0,4,0,11-06-1998,356719,242059,12739970,4
Chrompet,1127,38,1.0,1.0,3,0,08-05-1977,265248,61891,8841600,7
Chrompet,919,61,1.0,1.0,3,0,07-09-1980,274871,40722,10180400,7
Chrompet,902,120,1.0,1.0,3,0,01-11-2003,276408,25913,8637740,7
Adyar,838,10,1.0,1.0,3,2,22-09-1973,425503,167962,11197455,0
Chrompet,1026,174,1.0,1.0,3,0,24-02-1993,322097,61942,12388350,7
Karapakkam,1346,84,2.0,2.0,4,2,04-11-1967,319963,133938,7441000,12
KK Nagar,1764,191,2.0,1.0,4,0,09-11-1985,339467,109505,10950540,9
Chrompet,825,9,1.0,1.0,3,2,03-01-1998,306133,90706,11338250,7
Velachery,1542,147,2.0,1.0,4,2,23-04-2000,365067,225483,10737270,15
KK Nagar,1869,20,3.0,2.0,5,0,17-05-1995,436430,212620,11190500,9
Adyar,1291,0,2.0,2.0,4,0,03-01-1980,250240,27804,6951120,0
Karapakkam,950,7,1.0,1.0,3,2,25-12-1964,242004,73164,5628000,12
Karapakkam,680,130,1.0,1.0,2,2,14-03-1978,344736,131328,8208000,12
Anna Nagar,1579,188,1.0,1.0,4,2,08-01-1981,333138,102504,12812990,4
Chrompet,1047,42,1.0,1.0,3,2,01-11-1969,298688,81460,9051140,7
Anna Nagar,1660,36,1.0,1.0,4,2,12-12-1979,467030,186812,18681200,4
Chormpet,835,46,1.0,1.0,3,2,08-04-1990,267393,27661,9220450,5
Anna Nagar,1883,121,2.0,1.0,5,0,20-11-1995,346233,119850,13316650,4
Adyar,1109,5,1.0,1.0,3,2,09-02-1975,361431,10040,10039740,0
Adyar,995,26,1.0,1.0,3,2,31-01-1977,281925,112770,8055010,0
Velachery,1747,142,2.0,1.0,4,2,08-02-1979,397258,132419,12038110,15
Anna Nagar,1529,191,1.0,1.0,4,2,01-08-1972,479428,59929,11985700,4
Karapakkam,1034,30,1.0,1.0,3,2,21-07-1972,400584,191947,8345500,12
KK Nagar,1302,84,1.0,1.0,3,0,25-04-1984,406322,158014,11286720,9
Karapakkam,654,143,1.0,1.0,2,2,22-10-2004,290444,114827,6754500,12
Chrompet,1020,41,1.0,1.0,3,2,31-12-1982,397371,198686,13245700,7
Karapakkam,506,145,1.0,1.0,2,0,30-06-1983,254251,58673,6519250,12
T Nagar,1955,10,2.0,1.0,5,2,12-05-1971,391617,167836,13986310,13
Karapakkam,1653,160,2.0,2.0,4,0,07-08-1984,392600,171763,12268750,12
Velachery,1820,77,3.0,2.0,5,2,23-04-1977,364661,221007,11050340,15
Velachery,1508,63,2.0,1.0,4,2,07-10-1996,433275,96283,12035430,15
Karapakkam,1292,111,1.0,1.0,3,0,28-05-1993,421813,107697,8974750,12
Anna Nagar,1922,160,2.0,1.0,5,0,12-01-1985,657450,106040,21208080,4
Karapakkam,584,165,1.0,1.0,2,0,01-10-2000,149274,98206,3928250,12
Anna Nagar,1839,153,2.0,1.0,5,2,15-01-1999,472718,152938,13903480,4
Velachery,1879,166,3.0,2.0,5,0,28-03-1973,316824,89107,9900740,15
Karapakkam,1199,70,1.0,1.0,3,0,12-05-1979,249190,65962,7329125,12
Chrompet,1181,102,1.0,1.0,3,2,22-09-1998,287561,110601,11060050,7
Chrompet,1068,86,1.0,1.0,3,0,14-02-2003,263528,63610,9087160,7
Velachery,1686,92,2.0,1.0,4,2,07-04-1984,360782,252547,12026070,15
KK Nagar,2242,84,4.0,2.0,6,2,19-09-1998,447066,216759,13547460,9
Chrompet,1259,112,2.0,1.0,4,0,01-01-1993,296823,143624,9574950,7
T Nagar,1843,118,2.0,1.0,5,2,19-10-1979,367560,231426,13613320,13
T Nagar,1924,59,2.0,1.0,5,2,25-02-1989,477871,260657,14480950,13
Chrompet,1144,73,1.0,1.0,3,0,11-02-1979,379490,63248,12649650,7
Karapakkam,542,127,1.0,1.0,2,2,31-08-1984,230685,69206,7689500,12
Anna Nagar,1515,103,1.0,1.0,4,0,27-04-1972,391136,97784,10864880,4
Adyar,630,174,1.0,1.0,2,0,11-08-1995,348618,9684,9683840,0
Velachery,1671,182,2.0,1.0,4,0,10-08-1986,416384,85412,10676510,15
Karapakkam,1047,18,1.0,1.0,3,0,26-04-1992,291168,78858,6066000,12
Anna Nagar,1595,87,1.0,1.0,4,2,07-06-1983,646446,209658,17471500,4
Adyar,1299,62,2.0,2.0,4,0,26-07-1997,283058,105136,8087365,0
Anna Nagar,1626,27,1.0,1.0,4,2,15-06-1970,513516,192568,12837890,4
Karapakkam,801,80,1.0,1.0,2,0,24-02-1993,191454,95727,5038250,12
Chrompet,1089,6,1.0,1.0,3,2,26-06-2005,406081,183392,13099400,7
Anna Nagar,1955,54,2.0,1.0,5,0,20-06-2001,335700,185214,11575870,4
KK Nagar,1708,91,2.0,1.0,4,0,02-12-1993,526583,283545,13502140,9
T Nagar,1697,19,1.0,1.0,4,2,15-11-1996,550743,70608,14121610,13
T Nagar,1975,8,2.0,1.0,5,0,25-03-1995,505728,101146,12643190,13
Velachery,1966,168,3.0,2.0,5,2,25-11-1959,407993,215329,11333130,15
Anna Nagar,1791,164,1.0,1.0,4,0,20-11-1994,532771,84122,14020280,4
Velachery,1890,66,3.0,2.0,5,2,03-11-1999,491376,206061,15850840,15
Karapakkam,967,152,1.0,1.0,3,0,26-01-1981,143976,62260,3891250,12
Anna Nagar,1711,99,1.0,1.0,4,0,04-05-2001,366782,84642,14106990,4
KK Nagar,1583,62,2.0,1.0,4,0,18-08-1986,379707,141034,10848760,9
Adyar,1274,77,2.0,2.0,4,2,20-11-1989,418725,139575,10736530,0
Karapakkam,1356,158,2.0,2.0,4,0,10-02-1966,314136,60154,6683750,12
Chrompet,1144,166,1.0,1.0,3,2,08-11-1975,224235,26908,8969400,7
Chrompet,1129,49,1.0,1.0,3,0,26-06-1995,300872,27352,9117330,7
Adyar,695,86,1.0,1.0,2,2,31-10-1996,273986,18266,9132865,0
Chrompet,867,108,1.0,1.0,3,2,10-07-1995,208146,141539,8325850,7
KK Nagar,1501,35,2.0,1.0,4,0,23-04-1982,311281,128174,9155320,9
Velachery,1896,72,3.0,2.0,5,2,06-09-1996,383008,81244,11606300,15
Karapakkam,1449,46,2.0,2.0,4,0,06-09-1993,213096,54640,5464000,12
Anna Nagar,1700,168,1.0,1.0,4,0,24-04-2002,298165,178899,11926600,4
Velachery,1829,2,3.0,2.0,5,0,26-10-1989,286079,121367,8669050,15
Chrompet,1178,4,1.0,1.0,3,2,13-06-1980,287990,154280,10285360,7
KK Nagar,1460,118,2.0,1.0,4,0,25-04-1993,322466,128986,9213320,9
Anna Nagar,1807,83,2.0,1.0,5,2,11-06-1973,399255,106468,13308490,4
Adyar,1103,193,1.0,1.0,3,2,25-04-1988,484314,65448,13089560,0
Chrompet,992,195,1.0,1.0,3,0,17-03-1988,241118,34445,8611350,7
Adyar,1268,114,2.0,2.0,4,0,29-12-1996,388148,119430,9952510,0
Anna Nagar,1890,101,2.0,1.0,5,0,21-12-1995,310636,195586,11505040,4
Karapakkam,670,163,1.0,1.0,2,0,05-04-1995,225984,66768,5136000,12
Karapakkam,1236,159,1.0,1.0,3,2,04-03-1996,318888,88992,7416000,12
Karapakkam,1256,22,1.0,1.0,3,0,16-03-1982,188511,72972,6081000,12
Chrompet,1071,60,1.0,1.0,3,2,13-01-1992,475273,144022,14402200,7
Chrompet,1217,87,2.0,1.0,4,2,29-06-2004,379641,154229,11863790,7
Karapakkam,1488,146,2.0,2.0,4,2,13-09-1995,237915,174938,6997500,12
KK Nagar,2162,85,3.0,2.0,5,2,19-01-1981,810693,310478,17248780,9
Velachery,1623,15,2.0,1.0,4,2,09-01-1987,540729,243328,13518220,15
Anna Nagar,1585,135,1.0,1.0,4,0,24-05-1969,555963,340751,17934280,4
KK Nagar,2237,4,4.0,2.0,6,0,15-07-1987,487323,255845,12183080,9
Karapakkam,1662,100,2.0,2.0,4,0,14-03-1986,307170,204780,8532500,12
Adyar,819,44,1.0,1.0,3,0,11-12-1974,422762,21138,10569040,0
KK Nagar,2348,49,4.0,2.0,6,0,15-11-1981,504889,288508,12021160,9
Adyar,604,105,1.0,1.0,2,2,20-08-1981,351012,54002,9000305,0
T Nagar,1849,39,2.0,1.0,5,0,15-10-1977,322737,99304,12412950,13
Karapakkam,1617,53,2.0,2.0,4,2,28-03-1965,308441,185065,10281375,12
KK Nagar,1733,148,2.0,1.0,4,0,21-09-1993,709109,132958,14773100,9
Chrompet,802,150,1.0,1.0,3,2,28-11-1977,186654,107685,7178990,7
Adyar,1081,158,1.0,1.0,3,0,09-09-1973,362034,131649,10970740,0
Adyar,1243,21,2.0,2.0,4,2,19-08-1976,264644,24810,8270125,0
Karapakkam,1430,146,2.0,2.0,4,0,30-11-1972,293075,127751,7514750,12
KK Nagar,1707,118,2.0,1.0,4,0,11-06-1985,331060,126582,9737060,9
KK Nagar,1317,3,1.0,1.0,3,0,03-07-2000,583270,221643,11665400,9
Karapakkam,1128,20,1.0,1.0,3,2,23-01-1963,239404,43528,5441000,12
KK Nagar,2458,172,4.0,2.0,6,0,13-07-1990,511912,193389,11375820,9
Chrompet,1091,144,1.0,1.0,3,0,01-01-1987,192448,107771,7697920,7
Velachery,1795,69,2.0,1.0,4,2,05-06-1971,425153,212576,11809800,15
KK Nagar,2481,129,4.0,2.0,6,2,13-07-1995,699527,128485,14276060,9
Chrompet,1095,81,1.0,1.0,3,2,20-02-1994,402772,222219,13888700,7
T Nagar,1759,17,1.0,1.0,4,0,24-12-1976,296581,189812,11863220,13
Anna Nagar,1774,7,1.0,1.0,4,2,14-05-1967,441125,151637,13785170,4
KK Nagar,2314,27,4.0,2.0,6,2,10-01-1990,424784,169914,14159480,9
Anna Nagar,1695,98,1.0,1.0,4,2,15-06-1978,383810,203899,11994050,4
Chrompet,1099,184,1.0,1.0,3,0,06-08-1978,424533,212266,13266650,7
T Nagar,1547,117,1.0,1.0,4,2,30-12-1973,367143,67989,13597890,13
Adyar,927,175,1.0,1.0,3,0,04-05-2006,406836,135612,10431690,0
Anna Nagar,1966,176,2.0,1.0,5,0,28-09-1976,434841,188039,11752460,4
KK Nagar,1541,35,2.0,1.0,4,0,07-10-1993,502054,278919,13945940,9
